Student_ID,Age,Gender,Degree,Branch,CGPA,Internships,Projects,Coding_Skills,Communication_Skills,Aptitude_Test_Score,Soft_Skills_Rating,Certifications,Backlogs,Placement_Status,Placed,Avg_Skill_Score,Experience_Score
12267,18,Male,BCA,CSE,8.09,2,5,8,4,92,5,3,0,Not Placed,0,5.666666666666667,12
39606,18,Female,B.Sc,ECE,6.45,0,3,5,5,66,6,2,3,Not Placed,0,5.333333333333333,5
36468,20,Male,MCA,IT,6.69,1,4,7,4,83,8,2,1,Not Placed,0,6.333333333333333,8
16576,18,Male,MCA,ME,5.53,0,3,4,6,48,6,1,1,Not Placed,0,5.333333333333333,4
8082,18,Female,B.Tech,CSE,5.96,2,4,7,7,45,7,2,2,Not Placed,0,7.0,10
11018,20,Female,B.Sc,Civil,7.29,2,4,5,5,67,5,2,0,Placed,1,5.0,10
44346,23,Female,B.Sc,CSE,6.7,0,3,4,4,77,4,1,0,Not Placed,0,4.0,4
35692,19,Male,B.Tech,IT,7.63,1,4,7,4,78,4,2,1,Not Placed,0,5.0,8
38849,18,Male,MCA,IT,6.61,1,3,5,6,65,6,2,0,Placed,1,5.666666666666667,7
27004,24,Male,B.Tech,CSE,5.29,0,3,6,7,57,6,2,1,Not Placed,0,6.333333333333333,5
12987,22,Male,B.Sc,ECE,8.56,2,5,7,2,85,5,2,0,Not Placed,0,4.666666666666667,11
39395,21,Male,B.Tech,Civil,7.34,1,4,6,8,77,5,2,1,Placed,1,6.333333333333333,8
31459,23,Female,MCA,ME,6.37,0,3,4,7,46,4,1,2,Not Placed,0,5.0,4
35850,19,Female,B.Tech,IT,8.61,1,5,7,3,76,7,2,0,Not Placed,0,5.666666666666667,9
46940,22,Female,MCA,CSE,8.27,1,4,6,5,81,6,2,0,Placed,1,5.666666666666667,8
24745,24,Female,B.Sc,ECE,8.04,0,4,5,3,80,7,2,1,Not Placed,0,5.0,6
14705,20,Female,MCA,CSE,8.28,3,5,8,7,82,5,3,1,Placed,1,6.666666666666667,14
23312,20,Male,B.Tech,Civil,6.67,1,3,4,6,74,6,1,1,Not Placed,0,5.333333333333333,6
37731,24,Male,B.Sc,CSE,7.23,2,4,7,7,76,4,2,0,Placed,1,6.0,10
30434,23,Female,MCA,IT,6.49,2,3,5,6,64,5,2,3,Not Placed,0,5.333333333333333,9
39799,21,Male,B.Sc,ME,7.67,0,4,5,3,84,4,2,0,Not Placed,0,4.0,6
22708,24,Female,B.Sc,Civil,7.55,2,4,7,8,62,4,2,0,Placed,1,6.333333333333333,10
22660,19,Male,B.Sc,ME,7.33,1,4,5,7,59,5,1,0,Placed,1,5.666666666666667,7
26565,24,Male,BCA,ECE,8.31,1,4,5,4,100,4,2,0,Not Placed,0,4.333333333333333,8
26269,19,Male,B.Sc,IT,7.34,2,5,10,7,67,4,3,2,Not Placed,0,7.0,12
1763,20,Female,MCA,Civil,7.49,0,4,6,4,79,6,2,0,Not Placed,0,5.333333333333333,6
28569,22,Male,BCA,ECE,5.78,0,3,6,5,69,5,2,2,Not Placed,0,5.333333333333333,5
45860,22,Female,B.Tech,ECE,6.8,0,3,5,4,75,5,2,2,Not Placed,0,4.666666666666667,5
1115,21,Female,MCA,ECE,7.86,0,4,6,7,65,6,2,1,Placed,1,6.333333333333333,6
38241,24,Male,B.Tech,IT,6.16,0,4,8,5,66,6,2,3,Not Placed,0,6.333333333333333,6
16357,22,Male,B.Tech,ME,7.88,1,4,7,3,74,7,2,1,Not Placed,0,5.666666666666667,8
18805,22,Female,B.Sc,ME,6.66,2,4,6,8,69,5,2,1,Placed,1,6.333333333333333,10
31321,23,Male,BCA,IT,7.4,1,4,7,7,76,6,2,0,Placed,1,6.666666666666667,8
44725,24,Male,B.Tech,IT,8.75,3,6,10,5,84,5,3,1,Placed,1,6.666666666666667,15
7400,22,Male,B.Sc,ME,8.04,1,5,7,5,83,7,2,0,Placed,1,6.333333333333333,9
47044,24,Male,MCA,Civil,6.87,0,3,5,7,63,6,2,0,Placed,1,6.0,5
10138,19,Male,BCA,Civil,5.53,0,2,2,4,41,7,1,3,Not Placed,0,4.333333333333333,3
13166,18,Female,B.Sc,ECE,9.15,1,6,9,6,92,6,3,0,Placed,1,7.0,11
18219,22,Female,B.Tech,CSE,6.47,2,4,7,6,76,5,2,1,Not Placed,0,6.0,10
14265,23,Male,BCA,CSE,5.66,0,3,5,6,49,3,1,1,Not Placed,0,4.666666666666667,4
11042,22,Female,B.Sc,ECE,9.08,0,5,6,6,94,7,2,0,Placed,1,6.333333333333333,7
49039,24,Male,BCA,IT,7.62,2,5,9,7,68,5,3,1,Placed,1,7.0,12
5330,24,Female,B.Tech,CSE,8.02,0,4,6,5,91,6,2,0,Placed,1,5.666666666666667,6
18242,18,Male,BCA,CSE,6.64,0,4,7,9,61,5,2,0,Placed,1,7.0,6
35030,18,Male,B.Tech,IT,6.7,0,3,5,6,70,5,2,0,Placed,1,5.333333333333333,5
33332,22,Male,BCA,CSE,6.3,2,5,9,5,49,6,2,1,Not Placed,0,6.666666666666667,11
38188,19,Male,MCA,ECE,6.24,0,3,5,4,62,6,2,1,Not Placed,0,5.0,5
34273,21,Female,B.Tech,IT,8.13,2,5,7,6,81,5,2,0,Placed,1,6.0,11
27350,21,Female,B.Tech,ME,6.97,0,4,6,7,76,5,2,0,Placed,1,6.0,6
30127,23,Female,BCA,Civil,7.0,1,4,5,4,63,7,2,1,Not Placed,0,5.333333333333333,8
39633,24,Female,B.Tech,Civil,6.85,0,4,6,3,82,4,2,0,Not Placed,0,4.333333333333333,6
28931,18,Female,B.Sc,ECE,6.31,0,3,4,4,53,8,1,1,Not Placed,0,5.333333333333333,4
12620,24,Male,B.Sc,CSE,7.18,3,4,7,6,77,5,2,2,Not Placed,0,6.0,12
2491,23,Male,BCA,Civil,5.61,0,3,6,5,35,7,1,3,Not Placed,0,6.0,4
44334,18,Female,MCA,CSE,7.78,1,5,8,5,70,4,2,0,Placed,1,5.666666666666667,9
46924,20,Female,B.Tech,ECE,7.08,0,4,6,3,88,6,2,2,Not Placed,0,5.0,6
14873,24,Male,B.Tech,CSE,7.57,1,4,7,7,72,5,2,0,Placed,1,6.333333333333333,8
44024,24,Female,B.Tech,ME,7.54,1,4,6,5,81,7,2,2,Not Placed,0,6.0,8
13333,21,Male,B.Sc,Civil,6.92,0,5,9,7,59,5,2,0,Placed,1,7.0,7
31914,18,Male,BCA,ECE,7.62,2,5,9,2,82,6,3,1,Not Placed,0,5.666666666666667,12
29594,22,Male,BCA,ECE,7.8,1,4,6,4,71,6,2,2,Not Placed,0,5.333333333333333,8
47187,23,Male,B.Sc,IT,6.81,0,3,4,7,57,6,1,0,Not Placed,0,5.666666666666667,4
1439,21,Female,B.Tech,Civil,6.6,0,3,3,4,76,6,1,2,Not Placed,0,4.333333333333333,4
47855,18,Male,B.Tech,CSE,6.62,2,4,7,7,66,5,2,2,Not Placed,0,6.333333333333333,10
37905,20,Female,B.Tech,ME,6.53,1,4,6,2,82,6,2,0,Not Placed,0,4.666666666666667,8
28854,22,Male,B.Sc,CSE,8.01,0,4,6,7,86,4,2,0,Placed,1,5.666666666666667,6
1336,21,Female,MCA,CSE,6.22,0,4,6,5,76,7,2,2,Not Placed,0,6.0,6
47469,19,Male,B.Tech,ECE,5.53,0,2,3,6,50,6,1,1,Not Placed,0,5.0,3
47322,23,Male,BCA,ECE,7.96,2,5,9,6,71,2,3,0,Placed,1,5.666666666666667,12
36982,23,Male,B.Sc,IT,6.51,1,3,5,5,67,6,2,0,Placed,1,5.333333333333333,7
33930,21,Female,MCA,ME,7.61,0,4,6,7,80,5,2,0,Placed,1,6.0,6
42906,24,Female,MCA,IT,6.07,0,3,4,2,58,5,1,2,Not Placed,0,3.6666666666666665,4
31947,23,Female,BCA,CSE,5.42,0,3,4,5,56,6,1,2,Not Placed,0,5.0,4
29055,22,Female,MCA,ME,7.95,1,5,8,5,89,6,3,2,Not Placed,0,6.333333333333333,10
5088,19,Female,B.Sc,ECE,7.98,0,4,6,4,78,5,2,0,Not Placed,0,5.0,6
6357,19,Female,MCA,ME,5.72,0,2,2,6,74,6,1,3,Not Placed,0,4.666666666666667,3
24011,22,Male,B.Tech,ECE,5.09,0,2,1,6,63,5,1,1,Not Placed,0,4.0,3
43279,21,Female,MCA,ECE,7.32,1,3,4,5,59,6,1,0,Not Placed,0,5.0,6
31973,19,Male,B.Tech,ECE,6.43,0,4,6,5,68,7,2,1,Not Placed,0,6.0,6
43726,19,Male,MCA,ME,5.99,2,4,7,3,51,5,2,1,Not Placed,0,5.0,10
41594,22,Male,B.Tech,Civil,5.39,0,2,1,6,55,5,0,3,Not Placed,0,4.0,2
16704,21,Female,BCA,ME,6.49,1,3,5,3,57,5,1,2,Not Placed,0,4.333333333333333,6
19940,22,Female,B.Sc,CSE,6.08,0,4,7,6,48,5,2,1,Not Placed,0,6.0,6
14241,21,Male,BCA,IT,5.9,0,2,2,5,61,6,1,2,Not Placed,0,4.333333333333333,3
12566,22,Female,B.Sc,IT,5.87,2,3,5,5,44,6,1,2,Not Placed,0,5.333333333333333,8
39733,19,Male,MCA,ME,7.15,0,4,5,6,70,5,2,1,Placed,1,5.333333333333333,6
39276,23,Male,B.Sc,ECE,7.03,0,3,3,7,81,6,1,2,Not Placed,0,5.333333333333333,4
33985,21,Female,B.Tech,Civil,7.43,0,3,4,8,82,5,2,0,Not Placed,0,5.666666666666667,5
34117,20,Female,B.Sc,IT,7.06,1,4,6,5,50,6,2,2,Not Placed,0,5.666666666666667,8
16607,20,Male,BCA,ME,6.76,0,3,4,6,48,6,1,0,Not Placed,0,5.333333333333333,4
23229,23,Female,MCA,CSE,7.36,0,4,6,4,70,6,2,0,Not Placed,0,5.333333333333333,6
42130,24,Female,B.Tech,ECE,7.19,0,4,6,5,77,4,2,1,Placed,1,5.0,6
37260,19,Female,B.Sc,ECE,5.94,1,3,4,6,67,6,1,3,Not Placed,0,5.333333333333333,6
13384,24,Female,B.Tech,ME,7.12,1,4,5,7,68,6,2,1,Placed,1,6.0,8
26207,21,Female,BCA,IT,7.04,0,3,4,6,70,7,1,0,Not Placed,0,5.666666666666667,4
21351,22,Female,MCA,CSE,7.61,0,4,6,7,74,6,2,0,Placed,1,6.333333333333333,6
19011,20,Female,BCA,ME,6.16,0,3,3,7,70,6,1,1,Not Placed,0,5.333333333333333,4
17569,18,Female,BCA,ME,6.71,0,4,6,8,63,6,2,2,Not Placed,0,6.666666666666667,6
10329,24,Male,BCA,CSE,7.21,1,5,8,5,71,6,2,1,Placed,1,6.333333333333333,9
10726,24,Female,B.Sc,ME,7.39,1,4,7,6,71,4,2,0,Placed,1,5.666666666666667,8
11773,24,Male,MCA,ECE,6.31,0,4,6,4,64,6,2,3,Not Placed,0,5.333333333333333,6
143,23,Female,B.Sc,CSE,7.89,2,5,10,5,61,6,3,0,Placed,1,7.0,12
37927,20,Male,BCA,Civil,8.52,1,4,5,4,71,5,2,0,Not Placed,0,4.666666666666667,8
38368,19,Male,B.Sc,IT,9.8,1,5,6,5,100,6,2,0,Placed,1,5.666666666666667,9
45298,18,Female,B.Tech,IT,6.34,0,5,10,7,75,7,3,2,Not Placed,0,8.0,8
5930,19,Female,B.Tech,CSE,5.65,0,3,6,7,48,5,2,2,Not Placed,0,6.0,5
26733,24,Female,MCA,CSE,7.33,2,4,7,8,63,6,2,0,Placed,1,7.0,10
20631,20,Male,B.Tech,IT,6.12,0,4,6,5,58,5,2,2,Not Placed,0,5.333333333333333,6
37098,19,Male,B.Sc,ME,6.21,0,3,3,6,53,4,1,1,Not Placed,0,4.333333333333333,4
47667,18,Male,MCA,ECE,6.81,0,3,5,6,76,6,2,0,Placed,1,5.666666666666667,5
1213,20,Male,BCA,ME,6.06,0,3,4,4,56,6,1,3,Not Placed,0,4.666666666666667,4
42953,21,Male,MCA,IT,8.06,2,4,6,6,86,2,2,0,Placed,1,4.666666666666667,10
23798,24,Female,MCA,CSE,7.09,2,4,7,8,62,6,2,1,Placed,1,7.0,10
48386,22,Male,MCA,IT,5.22,0,3,4,6,69,9,1,1,Not Placed,0,6.333333333333333,4
44873,20,Female,B.Sc,IT,7.24,0,3,4,4,58,6,1,0,Not Placed,0,4.666666666666667,4
6841,22,Female,MCA,IT,6.68,1,3,4,6,77,7,1,1,Not Placed,0,5.666666666666667,6
39333,19,Male,B.Sc,CSE,7.88,0,4,5,5,63,6,2,0,Placed,1,5.333333333333333,6
37696,22,Male,BCA,ECE,7.3,1,4,5,4,81,5,2,0,Not Placed,0,4.666666666666667,8
12696,23,Female,BCA,CSE,6.34,0,4,7,8,60,4,2,1,Not Placed,0,6.333333333333333,6
35930,20,Female,B.Tech,IT,5.81,0,3,5,6,62,5,2,1,Not Placed,0,5.333333333333333,5
3232,20,Female,BCA,CSE,7.36,1,5,9,7,78,5,3,0,Placed,1,7.0,10
4637,20,Female,B.Tech,CSE,7.16,2,4,7,5,76,3,2,2,Not Placed,0,5.0,10
9985,23,Male,B.Sc,IT,6.63,0,4,8,6,68,7,2,0,Placed,1,7.0,6
39122,20,Female,BCA,IT,7.73,0,4,6,3,78,3,2,0,Not Placed,0,4.0,6
36865,21,Male,B.Sc,IT,6.26,0,3,4,4,54,7,1,2,Not Placed,0,5.0,4
5809,21,Female,B.Tech,ME,6.56,1,3,4,5,63,7,1,1,Not Placed,0,5.333333333333333,6
32887,18,Female,B.Tech,CSE,8.23,0,4,6,4,92,7,2,1,Not Placed,0,5.666666666666667,6
48694,20,Female,B.Tech,ECE,6.95,0,4,8,5,62,6,2,1,Placed,1,6.333333333333333,6
1545,20,Male,MCA,ME,7.41,0,4,5,5,69,7,2,0,Placed,1,5.666666666666667,6
10848,20,Female,BCA,IT,7.92,1,4,7,6,84,7,2,2,Not Placed,0,6.666666666666667,8
10193,18,Female,MCA,IT,7.38,2,4,7,5,82,6,2,0,Placed,1,6.0,10
42563,19,Male,MCA,ECE,7.47,0,4,5,4,81,5,2,1,Not Placed,0,4.666666666666667,6
3095,24,Male,B.Sc,ECE,7.82,0,4,5,3,79,6,2,0,Not Placed,0,4.666666666666667,6
37239,18,Female,B.Sc,CSE,7.67,1,5,9,6,54,5,2,0,Not Placed,0,6.666666666666667,9
35362,22,Female,B.Tech,CSE,6.46,1,4,7,3,67,5,2,2,Not Placed,0,5.0,8
5060,22,Male,MCA,ECE,7.33,0,3,3,6,70,7,1,2,Not Placed,0,5.333333333333333,4
11102,20,Female,B.Tech,ECE,8.4,1,6,10,5,77,7,3,0,Placed,1,7.333333333333333,11
41115,20,Female,B.Sc,CSE,5.55,1,2,3,6,60,5,1,2,Not Placed,0,4.666666666666667,5
20869,19,Female,BCA,ECE,6.23,1,3,5,10,59,4,1,1,Not Placed,0,6.333333333333333,6
31388,24,Female,BCA,ME,8.23,2,6,10,5,95,3,3,0,Placed,1,6.0,13
35346,22,Male,B.Tech,Civil,5.89,0,2,1,4,70,7,1,1,Not Placed,0,4.0,3
41027,22,Male,BCA,ME,8.24,1,4,5,6,100,5,2,0,Placed,1,5.333333333333333,8
30447,20,Female,BCA,ME,8.72,1,5,9,8,77,7,3,0,Placed,1,8.0,10
17837,24,Female,BCA,IT,6.36,1,3,5,5,54,6,1,1,Not Placed,0,5.333333333333333,6
18789,21,Female,B.Sc,ME,7.62,0,3,4,3,79,6,1,0,Not Placed,0,4.333333333333333,4
40692,18,Male,B.Sc,IT,5.88,0,3,4,6,59,7,1,2,Not Placed,0,5.666666666666667,4
12265,18,Male,BCA,ECE,6.56,1,3,5,4,58,4,1,0,Not Placed,0,4.333333333333333,6
16063,21,Female,MCA,ME,6.61,0,3,3,5,75,7,1,0,Not Placed,0,5.0,4
32491,22,Male,BCA,CSE,6.2,1,3,5,7,65,8,2,3,Not Placed,0,6.666666666666667,7
19796,21,Female,MCA,CSE,6.41,0,4,6,7,73,7,2,1,Not Placed,0,6.666666666666667,6
29371,18,Male,MCA,ME,8.29,3,5,7,5,97,7,2,0,Placed,1,6.333333333333333,13
33413,19,Female,BCA,IT,6.51,1,3,4,6,66,5,1,1,Not Placed,0,5.0,6
42689,23,Male,MCA,ME,4.6,0,2,3,7,60,5,1,1,Not Placed,0,5.0,3
28206,22,Male,MCA,IT,7.14,1,3,4,5,75,6,1,1,Not Placed,0,5.0,6
985,22,Male,B.Tech,IT,8.06,2,5,8,7,89,4,3,1,Placed,1,6.333333333333333,12
8262,24,Female,BCA,Civil,7.54,2,4,5,5,77,7,2,1,Placed,1,5.666666666666667,10
2049,21,Male,BCA,ECE,6.9,0,3,4,5,59,5,1,1,Not Placed,0,4.666666666666667,4
43264,20,Female,MCA,CSE,5.29,1,3,5,4,66,5,2,3,Not Placed,0,4.666666666666667,7
49087,20,Female,BCA,ECE,5.5,0,3,4,6,42,6,1,1,Not Placed,0,5.333333333333333,4
30153,19,Male,BCA,ME,6.91,0,3,3,7,66,6,1,2,Not Placed,0,5.333333333333333,4
15867,18,Male,BCA,CSE,5.63,0,3,6,6,58,5,2,2,Not Placed,0,5.666666666666667,5
25163,19,Male,B.Tech,Civil,5.8,0,3,4,7,60,6,1,2,Not Placed,0,5.666666666666667,4
11334,22,Male,BCA,ECE,7.31,1,4,5,4,78,6,2,2,Not Placed,0,5.0,8
42769,24,Female,B.Sc,ECE,7.35,0,3,4,5,76,4,1,1,Not Placed,0,4.333333333333333,4
33138,20,Male,B.Sc,ECE,7.95,1,5,8,6,75,5,2,0,Placed,1,6.333333333333333,9
47740,24,Female,BCA,CSE,7.56,2,5,9,7,72,5,3,2,Not Placed,0,7.0,12
3868,22,Female,B.Tech,Civil,8.0,1,4,5,5,73,5,2,0,Placed,1,5.0,8
10879,22,Female,MCA,ME,8.14,1,4,5,7,86,6,2,0,Placed,1,6.0,8
17074,21,Female,MCA,IT,7.9,2,4,7,6,81,6,2,1,Placed,1,6.333333333333333,10
8982,18,Female,BCA,ME,5.54,0,2,3,5,64,4,1,2,Not Placed,0,4.0,3
30378,20,Male,B.Tech,ECE,6.84,1,4,6,6,70,5,2,0,Placed,1,5.666666666666667,8
2753,23,Female,MCA,CSE,8.15,2,5,8,3,80,4,3,0,Not Placed,0,5.0,12
5637,18,Male,B.Sc,CSE,8.65,1,5,8,9,99,3,3,0,Placed,1,6.666666666666667,10
35798,22,Female,BCA,ECE,6.74,0,3,3,5,53,6,1,1,Not Placed,0,4.666666666666667,4
2221,23,Female,B.Tech,IT,7.28,2,4,7,3,73,4,2,0,Not Placed,0,4.666666666666667,10
44145,19,Male,BCA,ME,6.47,0,3,5,6,62,8,2,2,Not Placed,0,6.333333333333333,5
42573,22,Male,B.Sc,Civil,5.94,0,3,4,6,64,5,1,1,Not Placed,0,5.0,4
48431,19,Male,BCA,ME,4.54,0,1,1,2,48,6,0,2,Not Placed,0,3.0,1
22498,21,Female,B.Tech,CSE,7.27,2,4,7,4,81,4,2,2,Not Placed,0,5.0,10
5336,19,Male,B.Sc,IT,7.3,1,4,7,5,57,2,2,1,Placed,1,4.666666666666667,8
10128,21,Female,BCA,IT,6.06,0,3,4,3,60,6,1,2,Not Placed,0,4.333333333333333,4
47564,20,Female,B.Sc,Civil,5.35,0,3,4,2,77,4,1,1,Not Placed,0,3.3333333333333335,4
40853,19,Male,B.Sc,ECE,5.7,0,2,3,6,46,6,1,2,Not Placed,0,5.0,3
610,18,Female,BCA,Civil,7.89,1,4,7,5,70,5,2,0,Placed,1,5.666666666666667,8
14785,20,Male,B.Sc,Civil,7.69,1,4,6,5,68,7,2,1,Placed,1,6.0,8
9216,20,Female,B.Sc,ECE,6.46,2,3,5,4,68,5,2,2,Not Placed,0,4.666666666666667,9
34714,23,Female,B.Sc,CSE,7.47,1,4,6,7,81,6,2,2,Not Placed,0,6.333333333333333,8
10825,18,Male,B.Tech,Civil,6.33,2,3,5,7,41,6,1,3,Not Placed,0,6.0,8
19834,24,Male,B.Tech,CSE,5.43,0,3,4,8,74,6,1,2,Not Placed,0,6.0,4
2837,22,Female,B.Sc,Civil,6.55,0,2,2,7,70,6,1,0,Not Placed,0,5.0,3
2053,21,Male,B.Sc,ECE,6.8,0,3,5,7,66,5,2,0,Placed,1,5.666666666666667,5
41018,19,Female,B.Tech,Civil,7.96,1,3,4,8,79,6,1,2,Not Placed,0,6.0,6
47973,22,Male,MCA,IT,6.54,0,3,5,4,66,4,2,2,Not Placed,0,4.333333333333333,5
47719,22,Male,MCA,CSE,7.57,2,5,8,6,65,4,2,0,Placed,1,6.0,11
2954,23,Female,B.Tech,CSE,7.11,2,5,9,7,86,6,3,0,Placed,1,7.333333333333333,12
33150,23,Male,B.Sc,IT,7.34,0,4,5,5,57,4,1,1,Placed,1,4.666666666666667,5
27804,22,Female,BCA,ECE,5.93,0,2,3,6,64,4,1,3,Not Placed,0,4.333333333333333,3
34851,19,Female,B.Tech,ECE,7.46,1,4,7,4,68,5,2,0,Not Placed,0,5.333333333333333,8
20243,24,Male,BCA,Civil,7.83,1,4,5,6,85,6,2,0,Placed,1,5.666666666666667,8
27952,24,Male,B.Sc,ECE,7.87,0,3,4,5,63,5,1,0,Not Placed,0,4.666666666666667,4
23058,20,Male,BCA,IT,8.2,1,5,8,3,74,6,2,0,Not Placed,0,5.666666666666667,9
11286,18,Female,B.Tech,IT,6.15,0,3,5,6,64,7,2,3,Not Placed,0,6.0,5
46307,21,Female,MCA,IT,6.38,0,3,4,4,45,5,1,2,Not Placed,0,4.333333333333333,4
19844,24,Female,MCA,ECE,7.93,0,4,6,7,78,5,2,0,Placed,1,6.0,6
35375,23,Female,MCA,ME,5.96,0,2,3,4,54,6,1,2,Not Placed,0,4.333333333333333,3
45934,21,Female,B.Sc,ME,7.39,2,4,6,7,83,5,2,1,Placed,1,6.0,10
111,18,Male,BCA,IT,7.3,1,4,7,6,55,5,2,0,Placed,1,6.0,8
7665,18,Male,B.Sc,IT,7.47,1,5,8,7,86,6,3,0,Placed,1,7.0,10
47692,21,Male,B.Sc,ECE,8.71,1,4,6,6,93,6,2,1,Placed,1,6.0,8
23972,24,Female,BCA,ME,7.31,1,4,5,4,82,7,2,0,Not Placed,0,5.333333333333333,8
5326,18,Male,BCA,IT,8.71,2,5,9,4,90,5,3,0,Not Placed,0,6.0,12
36143,18,Female,MCA,Civil,7.75,1,4,5,5,67,6,2,1,Placed,1,5.333333333333333,8
29413,18,Female,BCA,CSE,8.64,2,5,7,9,85,7,2,0,Placed,1,7.666666666666667,11
35848,23,Female,BCA,Civil,7.87,2,4,6,6,58,6,2,2,Not Placed,0,6.0,10
31791,22,Female,B.Tech,IT,6.95,1,4,7,5,83,6,2,1,Placed,1,6.0,8
22639,21,Female,BCA,ECE,7.27,1,4,6,4,88,5,2,0,Not Placed,0,5.0,8
6327,22,Male,MCA,CSE,4.5,0,2,4,5,51,5,1,1,Not Placed,0,4.666666666666667,3
14320,24,Female,B.Tech,CSE,6.29,0,3,5,7,45,5,1,3,Not Placed,0,5.666666666666667,4
6391,23,Female,B.Sc,Civil,6.66,2,4,7,6,69,6,2,0,Placed,1,6.333333333333333,10
5412,22,Female,B.Sc,CSE,7.04,0,4,5,5,74,5,2,2,Not Placed,0,5.0,6
13138,21,Female,B.Tech,Civil,7.79,1,4,5,5,81,5,2,2,Not Placed,0,5.0,8
43389,20,Female,BCA,ME,7.5,1,5,9,6,81,4,3,0,Placed,1,6.333333333333333,10
45503,23,Female,B.Sc,CSE,7.12,0,3,3,7,75,4,1,0,Not Placed,0,4.666666666666667,4
8098,23,Male,MCA,Civil,8.77,1,5,7,6,81,5,2,0,Placed,1,6.0,9
772,24,Female,B.Sc,Civil,5.04,0,2,2,6,46,4,1,3,Not Placed,0,4.0,3
22447,23,Male,B.Tech,CSE,9.59,1,6,10,6,90,4,3,1,Placed,1,6.666666666666667,11
1141,22,Female,B.Tech,ECE,8.31,3,5,8,6,94,4,3,0,Placed,1,6.0,14
46978,22,Male,BCA,IT,6.37,2,4,7,7,70,3,2,1,Not Placed,0,5.666666666666667,10
3212,19,Male,B.Sc,Civil,7.44,0,4,5,7,66,5,2,0,Placed,1,5.666666666666667,6
5270,21,Female,MCA,ECE,5.67,0,2,3,6,53,5,1,3,Not Placed,0,4.666666666666667,3
24267,23,Male,MCA,IT,7.51,2,5,8,7,63,5,2,0,Placed,1,6.666666666666667,11
17249,18,Female,BCA,Civil,5.84,1,3,5,3,55,4,1,2,Not Placed,0,4.0,6
46379,20,Female,BCA,Civil,8.48,1,5,7,7,96,5,2,0,Placed,1,6.333333333333333,9
21745,24,Male,B.Sc,Civil,5.03,0,2,1,4,44,5,0,3,Not Placed,0,3.3333333333333335,2
7294,24,Female,MCA,IT,5.49,1,3,5,5,45,6,1,1,Not Placed,0,5.333333333333333,6
28127,24,Female,BCA,ECE,8.11,3,5,9,6,74,6,3,1,Placed,1,7.0,14
45482,19,Male,B.Sc,IT,8.89,3,6,10,6,97,4,3,0,Placed,1,6.666666666666667,15
45360,24,Female,B.Sc,ECE,6.88,0,4,7,3,62,7,2,0,Not Placed,0,5.666666666666667,6
36605,24,Female,B.Sc,CSE,7.44,0,4,6,4,78,6,2,0,Not Placed,0,5.333333333333333,6
2402,24,Male,B.Sc,CSE,7.6,2,4,7,7,83,4,2,2,Not Placed,0,6.0,10
865,23,Male,BCA,CSE,6.87,1,4,8,7,64,5,2,0,Placed,1,6.666666666666667,8
27539,24,Female,B.Tech,ME,6.23,1,3,4,4,67,6,1,1,Not Placed,0,4.666666666666667,6
1621,22,Female,BCA,IT,6.92,0,4,7,8,64,7,2,0,Placed,1,7.333333333333333,6
3725,22,Female,B.Sc,Civil,6.16,1,4,7,7,67,6,2,1,Not Placed,0,6.666666666666667,8
41130,22,Female,B.Tech,IT,7.24,0,4,6,7,72,5,2,0,Placed,1,6.0,6
10721,21,Male,MCA,ME,8.74,2,5,8,8,81,5,3,0,Placed,1,7.0,12
19515,20,Male,BCA,IT,4.5,0,2,2,5,40,5,1,2,Not Placed,0,4.0,3
17178,24,Male,BCA,ME,8.07,0,4,5,6,83,7,2,0,Placed,1,6.0,6
47438,20,Female,B.Tech,Civil,8.39,0,4,5,5,96,5,2,0,Placed,1,5.0,6
44662,21,Female,BCA,ECE,7.43,0,3,4,6,81,7,2,0,Not Placed,0,5.666666666666667,5
49209,22,Male,B.Tech,ME,6.82,1,4,6,5,74,3,2,0,Placed,1,4.666666666666667,8
350,20,Male,BCA,IT,6.83,0,4,7,6,71,7,2,0,Placed,1,6.666666666666667,6
31045,22,Male,B.Sc,ECE,5.73,2,4,7,3,53,4,2,3,Not Placed,0,4.666666666666667,10
31656,22,Male,B.Sc,CSE,6.69,0,4,7,8,61,5,2,2,Not Placed,0,6.666666666666667,6
20151,24,Male,B.Sc,ECE,6.9,0,3,3,4,64,5,1,0,Not Placed,0,4.0,4
36771,19,Male,B.Sc,CSE,5.61,1,3,6,3,57,6,2,1,Not Placed,0,5.0,7
17071,22,Male,B.Sc,ECE,7.31,1,4,7,6,61,4,2,0,Placed,1,5.666666666666667,8
29185,22,Female,B.Tech,ECE,7.37,0,4,5,6,78,5,2,0,Placed,1,5.333333333333333,6
9,21,Female,BCA,ECE,6.52,0,4,7,4,63,7,2,0,Not Placed,0,6.0,6
15923,19,Male,B.Sc,CSE,6.17,1,4,7,6,66,6,2,3,Not Placed,0,6.333333333333333,8
30636,21,Male,BCA,CSE,9.01,2,6,9,4,91,4,3,0,Not Placed,0,5.666666666666667,13
10275,21,Female,BCA,ECE,7.83,1,4,7,5,73,6,2,1,Placed,1,6.0,8
11371,19,Female,MCA,ECE,7.54,1,4,6,4,96,5,2,0,Not Placed,0,5.0,8
17185,21,Female,MCA,Civil,4.74,0,1,1,5,40,6,0,2,Not Placed,0,4.0,1
40504,19,Female,B.Sc,IT,7.52,1,5,8,5,64,5,2,2,Not Placed,0,6.0,9
